iter	MAE
305	0.03570790006
306	0.03554685775
307	0.03536044588
308	0.03495406767
309	0.03479284037
310	0.03468402909
311	0.03445820254
312	0.03433806019
313	0.03408936117
314	0.03392912362
315	0.03367103584
316	0.03354364642
317	0.03323443924
318	0.03312574273
319	0.03293764644
320	0.03276855311
321	0.03258466307
322	0.03248658578
323	0.03216284967
324	0.03203381818
325	0.03186845837
326	0.03163753451
327	0.03136533907
328	0.03115503612
329	0.03089843641
330	0.03072046806
331	0.03060744279
332	0.03046218193
333	0.03033307357
334	0.03019156601
335	0.03005133155
336	0.02978862566
337	0.02959868105
338	0.02950161409
339	0.02926633822
340	0.02915594571
341	0.02903527084
342	0.02888970774
343	0.02870077452
344	0.02850752396
345	0.02842467023
346	0.02831354689
347	0.02817881875
348	0.02811034143
349	0.02798304681
350	0.0278552986
351	0.02769233195
352	0.02749032763
353	0.02740291829
354	0.02715141585
355	0.02695468584
356	0.02685697583
357	0.02677656443
358	0.02656585889
359	0.02651450955
360	0.02621098001
361	0.02610467624
362	0.02606623662
363	0.0260219445
364	0.02597923773
365	0.02582278149
366	0.02578190207
367	0.02562019106
368	0.02551034327
369	0.0253908339
370	0.02527255294
371	0.02513467208
372	0.02504150551
373	0.02494418045
374	0.02478610931
375	0.02457161958
376	0.02437874522
377	0.02426568836
378	0.02418244716
379	0.02407862542
380	0.02390702098
381	0.0237879427
382	0.02370548367
383	0.02359820994
384	0.02351516019
385	0.02346019531
386	0.02328916804
387	0.02317700992
388	0.02299375776
389	0.02291675101
390	0.02269167316
391	0.02255019196
392	0.02246887532
393	0.0224293589
394	0.02236465069
395	0.02231816195
396	0.02226623732
397	0.02203532048
398	0.02193902747
399	0.02179309409
400	0.02162313795
401	0.021591246
402	0.02152439429
403	0.02145804756
404	0.02137542299
405	0.02128750841
406	0.0211385424
407	0.02101591766
408	0.02088660731
409	0.02080804136
410	0.0206771259
411	0.02061512968
412	0.02055210574
413	0.02039457294
414	0.02031026105
415	0.02018441826
416	0.02004570047
417	0.01990592085
418	0.01973724815
419	0.01969573134
420	0.01964441158
421	0.01959865864
422	0.01933774815
423	0.01923979109
424	0.01914044811
425	0.01909443369
426	0.01902844555
427	0.01893453544
428	0.01888106862
429	0.01878562364
430	0.01865099443
431	0.0185699978
432	0.01851281145
433	0.01841451261
434	0.01835268264
435	0.01828564269
436	0.0182054666
437	0.01819664625
438	0.01815302883
439	0.0180892204
440	0.0179591991
441	0.017876053
442	0.0178443835
443	0.01780852551
444	0.01771148487
445	0.01767700882
446	0.01763307821
447	0.01759415557
448	0.01750153001
449	0.01744045453
450	0.01738475782
451	0.01728742499
452	0.01724220029
453	0.01721469836
454	0.01715772046
455	0.01712699187
456	0.01704379129
457	0.01697115848
458	0.01693420915
459	0.01688978824
460	0.01682866404
461	0.01671658334
462	0.01661614961
463	0.01659617145
464	0.01654179433
465	0.01651351059
466	0.01649388988
467	0.0163466759
468	0.01630997452
469	0.01627954266
470	0.01624270599
471	0.01612435239
472	0.01605951693
473	0.01599265295
474	0.01596172453
475	0.01593786544
476	0.01589902093
477	0.01585525734
478	0.01583564372
479	0.01581821379
480	0.01580335113
481	0.01577364008
482	0.01575824395
483	0.01567542428
484	0.01566134502
485	0.01555688367
486	0.01546127985
487	0.01542838248
488	0.01536534963
489	0.01533607697
490	0.01530212069
491	0.01522933962
492	0.01513955253
493	0.0151086451
494	0.01508075262
495	0.01502035652
496	0.01500278061
497	0.01498049516
498	0.01492711009
499	0.01491393043
500	0.01488153902
501	0.01484599765
502	0.01481858971
503	0.01476949065
504	0.01476009852
505	0.01474484439
506	0.01472906029
507	0.0146774875
508	0.0146238667
509	0.01459139191
510	0.01457097036
511	0.01454014195
512	0.01447038927
513	0.01439775541
514	0.01436629426
515	0.0142245929
516	0.01414463422
517	0.01402827892
518	0.01396815427
519	0.01392404131
520	0.01387525359
521	0.01385524732
522	0.01378703871
523	0.01369540142
524	0.01362345606
525	0.01360498483
526	0.0135326972
527	0.01346592078
528	0.01337932429
529	0.01334775936
530	0.01330783112
531	0.01326891897
532	0.01324397719
533	0.01319349701
534	0.01317737728
535	0.01310083604
536	0.01308249391
537	0.01299039286
538	0.01292535562
539	0.01290782203
540	0.01279581115
541	0.01270525396
542	0.01266233148
543	0.01261805492
544	0.01256840654
545	0.01253119281
546	0.01243530207
547	0.01240803503
548	0.01232078594
549	0.01226446061
550	0.01222613261
551	0.01220097834
552	0.0121868892
553	0.01214076347
554	0.01204212748
555	0.01201435869
556	0.01191659397
557	0.01188374772
558	0.01186825244
559	0.01177778732
560	0.01172955589
561	0.01168818571
562	0.01164167973
563	0.01162121774
564	0.01158519478
565	0.0114710912
566	0.01145716164
567	0.01141432778
568	0.01139708944
569	0.01135137486
570	0.01131451922
571	0.01128947204
572	0.01126985467
573	0.01124432759
574	0.01119502002
575	0.0111557102
576	0.01113686635
577	0.01111650333
578	0.01107165795
579	0.01096324258
580	0.01093519707
581	0.0109127501
582	0.01086279972
583	0.01081943695
584	0.01077752347
585	0.01076140428
586	0.01071538942
587	0.0106714393
588	0.01065792867
589	0.01061913897
590	0.01056076034
591	0.01050704424
592	0.01044721948
593	0.01040867695
594	0.01037405983
595	0.01035372957
596	0.01033492758
597	0.01032158534
598	0.01030534442
599	0.01030160635
600	0.01027730484
601	0.01025853818
602	0.01025586931
603	0.01024234667
604	0.01022869077
605	0.01019400105
606	0.01016725163
607	0.01011412959
608	0.0100400307
609	0.01000950846
610	0.009952126171
611	0.009871577199
612	0.009846878274
613	0.0098150576
614	0.009777979354
615	0.009721097716
616	0.009671974147
617	0.009641078617
618	0.009588682669
619	0.009573065775
620	0.009558968621
621	0.009542955523
622	0.009471727969
623	0.009428585796
624	0.00940137889
625	0.00935916334
626	0.009334324348
627	0.009237094318
628	0.009213008176
629	0.009204236728
630	0.009139689792
631	0.009109577028
632	0.009090613809
633	0.009042249038
634	0.008992508009
635	0.008950886702
636	0.008942032554
637	0.008873741287
638	0.00885557639
639	0.00881915825
640	0.008811678885
641	0.008672605812
642	0.008651746082
643	0.008639705384
644	0.008618128834
645	0.00858216311
646	0.008567900047
647	0.008537143331
648	0.008425987912
649	0.008421229502
650	0.008394328855
651	0.008356345536
652	0.008338759477
653	0.008324923575
654	0.008311592919
655	0.00830240497
656	0.008216299298
657	0.008209397495
658	0.008173680977
659	0.008167979638
660	0.008126961287
661	0.00810694473
662	0.008079337569
663	0.008062332019
664	0.008034116275
665	0.008020990061
666	0.008011403201
667	0.008003451771
668	0.007980044338
669	0.007976676416
670	0.007935910067
671	0.007906393429
672	0.007896146741
673	0.007884651004
674	0.007868092555
675	0.007863401682
676	0.007853582395
677	0.00783661445
678	0.007811491271
679	0.007719532981
680	0.007716172426
681	0.007658496217
682	0.007641004216
683	0.00763659477
684	0.007631967258
685	0.007620406063
686	0.007591574804
687	0.007588367949
688	0.007522132052
689	0.007517232219
690	0.007465090951
691	0.007414651148
692	0.007381654423
693	0.007333804516
694	0.007308837884
695	0.007299143609
696	0.007260038243
697	0.007241897441
698	0.007221658061
699	0.007198983496
700	0.007170409077
701	0.007150521405
702	0.007134697511
703	0.007127650332
704	0.007100594072
705	0.007090656576
706	0.007044076039
707	0.00702842819
708	0.007006163981
709	0.00700023608
710	0.006987889241
711	0.006961525363
712	0.006947236865
713	0.006928806444
714	0.006900564534
715	0.006875884551
716	0.006873659035
717	0.006867276981
718	0.006856528133
719	0.006822358209
720	0.006813279322
721	0.006788231353
722	0.006739571597
723	0.006736551388
724	0.006706516556
725	0.006688825003
726	0.006687144038
727	0.006667771332
728	0.00662595903
729	0.006614617683
730	0.006606174804
731	0.006596757619
732	0.006566012643
733	0.006557329953
734	0.006523270094
735	0.006506535152
736	0.006470209853
737	0.00646529969
738	0.006462753525
739	0.006438240722
740	0.00642676382
741	0.006409120799
742	0.006404201772
743	0.006398831171
744	0.006380443831
745	0.006373427665
746	0.006367268612
747	0.006340267601
748	0.006328638565
749	0.006321254604
750	0.006300216487
751	0.006260490714
752	0.006229545445
753	0.006210759595
754	0.006177093242
755	0.006149209739
756	0.006094307228
757	0.006087378807
758	0.006044897589
759	0.006038676889
760	0.006022636066
761	0.006013579434
762	0.005997239568
763	0.005992764279
764	0.005989452817
765	0.005939029516
766	0.005920649114
767	0.005910908556
768	0.005894753483
769	0.005888209376
770	0.005881404168
771	0.005855905318
772	0.005815003675
773	0.005802784481
774	0.00577986941
775	0.005767282616
776	0.005763723753
777	0.005761886664
778	0.005756264488
779	0.005749804293
780	0.005741131665
781	0.005729658807
782	0.005725248471
783	0.005717350549
784	0.00571479138
785	0.005661767406
786	0.005658504936
787	0.005649856621
788	0.00564191808
789	0.005571773413
790	0.005536328919
791	0.005525882387
792	0.005507779753
793	0.005459600075
794	0.0054326412
795	0.00542849123
796	0.005403452968
797	0.00537995761
798	0.005367690171
799	0.005359663722
800	0.005339568751
801	0.005320244339
802	0.005311271697
803	0.005282952172
804	0.005270000138
805	0.005260709352
806	0.005233878625
807	0.005225289704
808	0.005216036537
809	0.005210863596
810	0.005205296167
811	0.005201893566
812	0.005187048582
813	0.00516180542
814	0.005158345567
815	0.005149494877
816	0.005143576349
817	0.005138477461
818	0.00511259258
819	0.005100189966
820	0.005098093192
821	0.005080410912
822	0.005062079543
823	0.005055551403
824	0.005036325105
825	0.005001775316
826	0.004984457782
827	0.004975689438
828	0.004936700839
829	0.004933345111
830	0.004900963733
831	0.00489740728
832	0.004895259412
833	0.004891169325
834	0.004883569733
835	0.004863408685
836	0.004859723776
837	0.004846181605
838	0.00483400167
839	0.004812087859
840	0.004779737495
841	0.00476922619
842	0.004755711058
843	0.004751954551
844	0.004749813422
845	0.00474313276
846	0.004738831119
847	0.004735290317
848	0.004730171793
849	0.004713079635
850	0.004709566144
851	0.004694213051
852	0.004693383637
853	0.004688579829
854	0.004681208725
855	0.004667303034
856	0.004632690844
857	0.004593344028
858	0.004591920309
859	0.004581575176
860	0.004570240579
861	0.004542699035
862	0.004539151394
863	0.004537338457
864	0.004475781857
865	0.004462001399
866	0.004457443846
867	0.004454118906
868	0.00443796433
869	0.00442764698
870	0.004418615417
871	0.004407636719
872	0.004403943629
873	0.004396157422
874	0.00436056071
875	0.004354893643
876	0.004353327924
877	0.004351619648
878	0.004343801173
879	0.004333170626
880	0.00433023801
881	0.004325419291
882	0.004324134985
883	0.004321682056
884	0.004316782753
885	0.004309991339
886	0.004307545312
887	0.004300644958
888	0.004294069807
889	0.004279515129
890	0.004260483979
891	0.004250826439
892	0.004242168127
893	0.004237973097
894	0.004231456107
895	0.004203164482
896	0.004196414133
897	0.004184823462
898	0.004172598525
899	0.004168941981
900	0.004166027916
901	0.004155741605
902	0.004149359239
903	0.004139603587
904	0.004110613907
905	0.004099514408
906	0.004058295938
907	0.004045550138
908	0.004011408294
909	0.003990680464
910	0.003959065995
911	0.003953295952
912	0.003944652085
913	0.003942179701
914	0.003940203559
915	0.003918784841
916	0.00391648246
917	0.003903094628
918	0.003898025566
919	0.003858842271
920	0.003848367209
921	0.003816791131
922	0.003805929332
923	0.003800427174
924	0.00379446003
925	0.003781458187
926	0.003779599634
927	0.003770605929
928	0.003761121293
929	0.003756908238
930	0.003738272758
931	0.003737047791
932	0.003729518377
933	0.003722301391
934	0.00371544361
935	0.003708881642
936	0.003706080471
937	0.003703492526
938	0.00370140326
939	0.003684154528
940	0.003681905429
941	0.003676916981
942	0.0036477173
943	0.003622358239
944	0.003619475697
945	0.003597099698
946	0.003579245308
947	0.003571735487
948	0.003554763017
949	0.003537199481
950	0.003528252253
951	0.003523533378
952	0.003519987159
953	0.003492938783
954	0.003482573748
955	0.003476927581
956	0.003475473308
957	0.0034723341
958	0.00345414503
959	0.003451558311
960	0.003439785336
961	0.003434913041
962	0.003427848692
963	0.003421883401
964	0.003419274179
965	0.003412867873
966	0.003401183826
967	0.003395858067
968	0.003348208107
969	0.003333038642
970	0.003331279328
971	0.003309788458
972	0.003304940099
973	0.00330308401
974	0.00329776742
975	0.003294024387
976	0.003253882478
977	0.003234385508
978	0.003232518064
979	0.003230468637
980	0.00321630527
981	0.003212597008
982	0.003208425609
983	0.003206141475
984	0.003199874936
985	0.003192746484
986	0.003186771725
987	0.003174395234
988	0.003171172509
989	0.003164612405
990	0.003159345851
991	0.003152564052
992	0.003148719592
993	0.003146076654
994	0.003141594226
995	0.003138532278
996	0.003119961372
997	0.003116442101
998	0.003113498612
999	0.003098214931
